-9.674096703529357910e-01,-3.989098072052001953e-01,-1.355049908161163330e-01
-7.120348811149597168e-01,-7.061365246772766113e-02,-9.348186254501342773e-01
2.316934168338775635e-01,7.098621726036071777e-01,-9.172198772430419922e-01
1.334362626075744629e-01,1.828787773847579956e-01,-3.170230686664581299e-01
2.583605945110321045e-01,7.068890333175659180e-02,-8.299442529678344727e-01
3.635311126708984375e-01,-1.933890283107757568e-01,-7.956470847129821777e-01
4.661966860294342041e-01,-3.093706965446472168e-01,-6.841917634010314941e-01
2.137686163187026978e-01,-8.547890931367874146e-02,-9.718679636716842651e-02
2.414838820695877075e-01,-8.145692199468612671e-02,-2.145503908395767212e-01
3.096823953092098236e-02,3.468210697174072266e-01,-4.110660851001739502e-01
1.349817216396331787e-01,-6.549824774265289307e-02,6.737347692251205444e-02
1.004697084426879883e-01,-4.536493718624114990e-01,1.503479033708572388e-01
4.871757701039314270e-02,4.162681400775909424e-01,-3.221270740032196045e-01
3.791875541210174561e-01,-9.815837442874908447e-02,-6.109122037887573242e-01
1.760701462626457214e-02,2.610498666763305664e-01,1.449403464794158936e-01
